Date,PriceUSD
2022-11-10,1744.39326858203
2022-11-11,1769.59122112341
2022-11-12,1734.51229798695
2022-11-13,1739.84054304932
2022-11-14,1750.61809626093
2022-11-15,1771.35493752829
2022-11-16,1767.27114770193
2022-11-17,1747.81279069421
2022-11-18,1739.16521219395
2022-11-19,1744.20775844053
2022-11-20,1742.20891778159
2022-11-21,1739.09054300172
2022-11-22,1731.42338148156
2022-11-23,1740.2928947701
2022-11-24,1746.22756905232
2022-11-25,1748.81881549648
2022-11-26,1747.7017349226
2022-11-27,1748.98994838768
2022-11-28,1741.3252477281
2022-11-29,1739.35803626594
2022-11-30,1762.28125228949
2022-12-01,1790.82783578407
2022-12-02,1786.39968734309
2022-12-03,1787.44216004287
